,Column,Nid,Date,Region,Location Name or Route,dt,match,score,latitute,longitude,m_sName,m_iID,m_sAliasTo,m_sNote,m_sCanyon,m_sElevation,m_sViewHeading,m_sViewDistance,slope_x,aspect_x,avy_elevat_x,slope_y,aspect_y,avy_elevat_y
836,1488,19647,01/9/2014,Salt Lake,reynolds peak,2014-01-09,reynolds peak,100,40.662038,-111.645667,reynolds peak,2103,,,Big Cottonwood Canyon,9422,5,3000,19.4631,206.88184,2860.59937,19.4631,206.88184,2860.59937
838,1490,19561,01/6/2014,Salt Lake,park city ridge line pointy peak,2014-01-06,pointy peak,90,40.680598,-111.600404,pointy peak,5006,,,Summit County,-1,230,800,28.86451,66.04439,2799.11255,28.86451,66.04439,2799.11255
839,1491,19520,01/5/2014,Salt Lake,south monitor,2014-01-05,south monitor,100,40.63419,-111.573742,south monitor,5228,,,Summit County,-1,230,1500,32.90428,88.92542,2941.15845,32.90428,88.92542,2941.15845
840,1496,19342,12/25/2013,Salt Lake,hideaway park,2013-12-25,hideaway park,100,40.6038,-111.6331,hideaway park,2598,,,Big Cottonwood Canyon,-1,160,1000,18.04005,349.53616,2949.32764,18.04005,349.53616,2949.32764
841,1498,19315,12/24/2013,Salt Lake,just north of the gargoyles in dry fork,2013-12-24,dry fork,90,40.554474,-111.583377,dry fork,6315,,,Utah County,-1,0,3000,15.91153,108.47579,2574.26831,15.91153,108.47579,2574.26831
842,1502,19330,12/24/2013,Salt Lake,"snake creek, south of corner pocket ",2013-12-24,corner pocket,90,40.573195,-111.59043,corner pocket,5528,,,Wasatch County,-1,270,2200,38.28782,103.27599,3070.90918,38.28782,103.27599,3070.90918
844,1512,19261,12/21/2013,Salt Lake,hidden canyon - backcountry accessed from brighton resort,2013-12-21,hidden canyon,90,40.601221,-111.570432,hidden canyon,2245,,,Big Cottonwood Canyon,-1,120,3000,14.36367,342.03839,2821.70117,14.36367,342.03839,2821.70117
845,1513,19267,12/21/2013,Salt Lake,silver fork meadows just north of el rollo,2013-12-21,el rollo,90,40.615376,-111.624529,el rollo,2556,,,Big Cottonwood Canyon,-1,275,1000,27.7084,94.82716,2758.40332,27.7084,94.82716,2758.40332
846,1514,19217,12/20/2013,Salt Lake,grizzly gulch,2013-12-20,grizzly gulch,100,40.594275,-111.62398,grizzly gulch,3196,,,Little Cottonwood Canyon,-1,50,2100,30.87155,177.05164,2759.50269,30.87155,177.05164,2759.50269
847,1515,19232,12/20/2013,Salt Lake,dutch draw,2013-12-20,dutch draw,100,40.656608,-111.586831,dutch draw,5150,,,Summit County,-1,230,2800,12.81241,70.85322,2768.01001,12.81241,70.85322,2768.01001
848,1516,19236,12/20/2013,Salt Lake,pioneer ridge,2013-12-20,pioneer ridge,100,40.581252,-111.582883,pioneer ridge,2302,,,Big Cottonwood Canyon;Wasatch County,10200,170,800,12.77566,345.45721,3105.40259,12.77566,345.45721,3105.40259
849,1517,19237,12/20/2013,Salt Lake,hidden canyon,2013-12-20,hidden canyon,100,40.601221,-111.570432,hidden canyon,2245,,,Big Cottonwood Canyon,-1,120,3000,14.36367,342.03839,2821.70117,14.36367,342.03839,2821.70117
851,1520,19208,12/20/2013,Salt Lake,"white pine, pc ridgeline",2013-12-20,white pine,90,40.584078,-111.691215,white pine,3071,,Don't confuse this with LF White Pine Fork LF on the south side of the road.,Little Cottonwood Canyon,-1,345,2000,45.19536,151.57095,2869.50684,45.19536,151.57095,2869.50684
852,1521,19211,12/20/2013,Salt Lake,"white pine, pc ridgeline",2013-12-20,white pine,90,40.584078,-111.691215,white pine,3071,,Don't confuse this with LF White Pine Fork LF on the south side of the road.,Little Cottonwood Canyon,-1,345,2000,45.19536,151.57095,2869.50684,45.19536,151.57095,2869.50684
853,1522,19212,12/19/2013,Salt Lake,south monitor,2013-12-19,south monitor,100,40.63419,-111.573742,south monitor,5228,,,Summit County,-1,230,1500,32.90428,88.92542,2941.15845,32.90428,88.92542,2941.15845
854,1523,19214,12/19/2013,Salt Lake,west monitor,2013-12-19,west monitor,100,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
855,1524,19215,12/19/2013,Salt Lake,scott's bowl,2013-12-19,scotts bowl,96,40.62395,-111.5658,scotts bowl,5259,,,Summit County,-1,245,1200,34.81483,80.8837,3014.87646,34.81483,80.8837,3014.87646
856,1527,19189,12/19/2013,Salt Lake,davenport hill,2013-12-19,davenport hill,100,40.599614,-111.622198,davenport hill,3166,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10120,210,1000,32.31819,289.51379,3053.93335,32.31819,289.51379,3053.93335
857,1528,19190,12/19/2013,Salt Lake,easter bowl - park city ridgeline,2013-12-19,easter bowl,90,40.651275,-111.58788,easter bowl,5158,,,Summit County,-1,180,1100,36.23267,332.93134,2916.42285,36.23267,332.93134,2916.42285
858,1529,19204,12/19/2013,Salt Lake,silver fork,2013-12-19,silver fork,100,40.614333,-111.621064,silver fork,2535,,,Big Cottonwood Canyon,-1,200,2500,21.14353,75.79169,2585.92236,21.14353,75.79169,2585.92236
859,1531,19120,12/14/2013,Salt Lake,holy toledo slope in mill d,2013-12-14,holy toledo,90,40.600266,-111.647823,holy toledo,2660,,,Big Cottonwood Canyon,-1,110,1000,34.55423,293.10416,2993.95044,34.55423,293.10416,2993.95044
860,1532,19126,12/14/2013,Salt Lake,patsy marley,2013-12-14,patsey marley,96,40.589608,-111.609303,patsey marley,3267,,Some people call this LF Grizzly Bowl and call LF Microwave ''Patsey Marley''.,Little Cottonwood Canyon,-1,165,700,16.92845,30.07187,3173.44507,16.92845,30.07187,3173.44507
861,1533,19142,12/14/2013,Salt Lake,silver fork,2013-12-14,silver fork,100,40.614333,-111.621064,silver fork,2535,,,Big Cottonwood Canyon,-1,200,2500,21.14353,75.79169,2585.92236,21.14353,75.79169,2585.92236
862,1538,18999,12/10/2013,Salt Lake,cardiac ridge,2013-12-10,cardiac ridge,100,40.596963,-111.667777,cardiac ridge,2718,,,Big Cottonwood Canyon,-1,235,1200,42.30051,236.86736,3254.43359,42.30051,236.86736,3254.43359
863,1541,18960,12/9/2013,Salt Lake,grizzly gulch,2013-12-09,grizzly gulch,100,40.594275,-111.62398,grizzly gulch,3196,,,Little Cottonwood Canyon,-1,50,2100,30.87155,177.05164,2759.50269,30.87155,177.05164,2759.50269
864,1542,18964,12/9/2013,Salt Lake,days fork - n/ne aspect of false flagstaff (two dogs),2013-12-09,days fork,90,40.615511,-111.634556,days fork,2595,,,Big Cottonwood Canyon,-1,180,2500,14.71154,16.7914,2651.24097,14.71154,16.7914,2651.24097
865,1543,18986,12/9/2013,Salt Lake,days fork,2013-12-09,days fork,100,40.615511,-111.634556,days fork,2595,,,Big Cottonwood Canyon,-1,180,2500,14.71154,16.7914,2651.24097,14.71154,16.7914,2651.24097
867,1546,18935,12/8/2013,Salt Lake,white pine fork,2013-12-08,white pine fork,100,40.560017,-111.685215,white pine fork,3491,,,Little Cottonwood Canyon,-1,155,4000,14.44738,43.14343,2595.46973,14.44738,43.14343,2595.46973
868,1547,18940,12/8/2013,Salt Lake,"days, oingo boingo area",2013-12-08,oingo boingo,90,40.600481,-111.636645,oingo boingo,2603,,"There is debate on the order of LF Jaws, Fang, and Oingo Boingo. LF This seems to be the consensus.",Big Cottonwood Canyon,-1,165,800,41.53209,351.55258,3052.66235,41.53209,351.55258,3052.66235
869,1548,18959,12/8/2013,Salt Lake,cardiff fork - avalanche cycle,2013-12-08,cardiff fork,90,40.61987,-111.6545,cardiff fork,2645,,Cardiff Fork LF is also known as LF Mill D South Fork,Big Cottonwood Canyon,-1,190,3000,17.1262,66.80544,2522.93091,17.1262,66.80544,2522.93091
870,1549,18967,12/8/2013,Salt Lake,wilson chutes,2013-12-08,wilson chutes,100,40.674409,-111.671366,wilson chutes,1209,,,Mill Creek Canyon,-1,250,1000,33.34545,59.72916,2987.07202,33.34545,59.72916,2987.07202
871,1550,18969,12/8/2013,Salt Lake,main porter fork,2013-12-08,main porter fork,100,40.669689,-111.711657,main porter fork,1291,,,Mill Creek Canyon,-1,200,3000,5.29208,35.9125,2437.38306,5.29208,35.9125,2437.38306
872,1551,18970,12/8/2013,Salt Lake,pioneer ridge,2013-12-08,pioneer ridge,100,40.581252,-111.582883,pioneer ridge,2302,,,Big Cottonwood Canyon;Wasatch County,10200,170,800,12.77566,345.45721,3105.40259,12.77566,345.45721,3105.40259
873,1552,18971,12/8/2013,Salt Lake,sunset peak - corner pocket,2013-12-08,corner pocket,90,40.573195,-111.59043,corner pocket,5528,,,Wasatch County,-1,270,2200,38.28782,103.27599,3070.90918,38.28782,103.27599,3070.90918
874,1553,18922,12/8/2013,Salt Lake,west monitor,2013-12-08,west monitor,100,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
875,1554,18923,12/8/2013,Salt Lake,corner chute (just west of davenport hill),2013-12-08,corner chute,90,40.599001,-111.624948,corner chute,2546,,,Big Cottonwood Canyon,-1,135,900,39.88529,346.73431,2980.14771,39.88529,346.73431,2980.14771
876,1555,18924,12/8/2013,Salt Lake,davenport hill,2013-12-08,davenport hill,100,40.599614,-111.622198,davenport hill,3166,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10120,210,1000,32.31819,289.51379,3053.93335,32.31819,289.51379,3053.93335
877,1556,18925,12/7/2013,Salt Lake,red baldy,2013-12-07,red baldy,100,40.540299,-111.667211,red baldy,3506,,,Little Cottonwood Canyon;Utah County,11171,130,2000,31.66802,316.15115,3339.63354,31.66802,316.15115,3339.63354
878,1560,18901,12/7/2013,Salt Lake,east bowl of silver fork,2013-12-07,east bowl,90,40.602544,-111.617177,east bowl,2541,,,Big Cottonwood Canyon,-1,135,2000,22.76563,276.34558,2995.64502,22.76563,276.34558,2995.64502
879,1561,18903,12/7/2013,Salt Lake,mt raymond,2013-12-07,mt. raymond,95,40.6585,-111.7021,mt. raymond,2051,,,Big Cottonwood Canyon,10241,270,2000,30.73603,268.28088,3090.07227,30.73603,268.28088,3090.07227
880,1562,18906,12/7/2013,Salt Lake,cardiff bowl,2013-12-07,cardiff bowl,100,40.594795,-111.650719,cardiff bowl,3136,,,Little Cottonwood Canyon,-1,270,900,27.5077,98.95366,3035.05151,27.5077,98.95366,3035.05151
881,1563,18920,12/7/2013,Salt Lake,gobblers knob - se bowl,2013-12-07,gobblers knob,90,40.6707,-111.6829,gobblers knob,2082,,,Mill Creek Canyon;Big Cottonwood Canyon,10246,0,2000,23.35234,291.72321,3103.82007,23.35234,291.72321,3103.82007
882,1564,18886,12/6/2013,Salt Lake,rocky point,2013-12-06,rocky point,100,40.578013,-111.598088,rocky point,2369,,,Little Cottonwood Canyon;Utah County,10490,320,1000,4.81755,250.06148,3190.25952,4.81755,250.06148,3190.25952
884,1566,18900,12/6/2013,Salt Lake,lookers left of holy toledo,2013-12-06,holy toledo,90,40.600266,-111.647823,holy toledo,2660,,,Big Cottonwood Canyon,-1,110,1000,34.55423,293.10416,2993.95044,34.55423,293.10416,2993.95044
885,1567,18864,12/5/2013,Salt Lake,sub-ridge between south and west monitor/west monitor sneak,2013-12-05,west monitor,90,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
886,1568,18869,12/5/2013,Salt Lake,"rocky points, left nostrils",2013-12-05,rocky point,90,40.578013,-111.598088,rocky point,2369,,,Little Cottonwood Canyon;Utah County,10490,320,1000,4.81755,250.06148,3190.25952,4.81755,250.06148,3190.25952
887,1569,18844,12/4/2013,Salt Lake,10420,2013-12-04,10420,100,40.600084,-111.558387,10420,2251,,,Big Cottonwood Canyon;Wasatch County,10420,120,2000,20.88771,251.08237,3151.57935,20.88771,251.08237,3151.57935
889,1571,18827,12/3/2013,Salt Lake,ne facing 10420,2013-12-03,10420,90,40.600084,-111.558387,10420,2251,,,Big Cottonwood Canyon;Wasatch County,10420,120,2000,20.88771,251.08237,3151.57935,20.88771,251.08237,3151.57935
891,1574,18815,12/3/2013,Salt Lake,park city ridgeline,2013-12-03,park city ridgeline (bcc),95,40.649313,-111.587599,park city ridgeline (bcc),2183,,,Big Cottonwood Canyon;Summit County,9800,35,3000,19.53693,221.83922,3009.66016,19.53693,221.83922,3009.66016
893,1576,18817,12/3/2013,Salt Lake,scott's bowl,2013-12-03,scotts bowl,96,40.62395,-111.5658,scotts bowl,5259,,,Summit County,-1,245,1200,34.81483,80.8837,3014.87646,34.81483,80.8837,3014.87646
894,1577,18818,12/3/2013,Salt Lake,dog lake chutes,2013-12-03,dog lake chutes,100,40.585078,-111.587702,dog lake chutes,2307,,,Big Cottonwood Canyon,-1,245,1000,13.90953,353.00702,2992.18604,13.90953,353.00702,2992.18604
897,1580,18771,11/24/2013,Salt Lake,davenport hill east,2013-11-24,davenport hill,95,40.599614,-111.622198,davenport hill,3166,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10120,210,1000,32.31819,289.51379,3053.93335,32.31819,289.51379,3053.93335
898,1581,18778,11/24/2013,Salt Lake,hideaway park,2013-11-24,hideaway park,100,40.6038,-111.6331,hideaway park,2598,,,Big Cottonwood Canyon,-1,160,1000,18.04005,349.53616,2949.32764,18.04005,349.53616,2949.32764
899,1588,18591,11/17/2013,Salt Lake,rocky point,2013-11-17,rocky point,100,40.578013,-111.598088,rocky point,2369,,,Little Cottonwood Canyon;Utah County,10490,320,1000,4.81755,250.06148,3190.25952,4.81755,250.06148,3190.25952
900,1589,18595,11/17/2013,Salt Lake,cardiac bowl,2013-11-17,cardiac bowl,100,40.595069,-111.664316,cardiac bowl,2687,,,Big Cottonwood Canyon,-1,220,2000,27.95099,53.99466,3135.11475,27.95099,53.99466,3135.11475
901,1590,18601,11/17/2013,Salt Lake,rocky point - shoulder of sunset peak,2013-11-17,rocky point,90,40.578013,-111.598088,rocky point,2369,,,Little Cottonwood Canyon;Utah County,10490,320,1000,4.81755,250.06148,3190.25952,4.81755,250.06148,3190.25952
902,1592,18611,11/17/2013,Salt Lake,patsy marly,2013-11-17,patsey marley,92,40.589608,-111.609303,patsey marley,3267,,Some people call this LF Grizzly Bowl and call LF Microwave ''Patsey Marley''.,Little Cottonwood Canyon,-1,165,700,16.92845,30.07187,3173.44507,16.92845,30.07187,3173.44507
903,1593,18615,11/17/2013,Salt Lake,patsey marley,2013-11-17,patsey marley,100,40.589608,-111.609303,patsey marley,3267,,Some people call this LF Grizzly Bowl and call LF Microwave ''Patsey Marley''.,Little Cottonwood Canyon,-1,165,700,16.92845,30.07187,3173.44507,16.92845,30.07187,3173.44507
904,1594,18616,11/17/2013,Salt Lake,davenport hill,2013-11-17,davenport hill,100,40.599614,-111.622198,davenport hill,3166,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10120,210,1000,32.31819,289.51379,3053.93335,32.31819,289.51379,3053.93335
907,1597,18580,11/16/2013,Salt Lake,rocky point,2013-11-16,rocky point,100,40.578013,-111.598088,rocky point,2369,,,Little Cottonwood Canyon;Utah County,10490,320,1000,4.81755,250.06148,3190.25952,4.81755,250.06148,3190.25952
913,1605,16720,05/19/2013,Salt Lake,cirque @ snowbird,2013-05-19,snowbird,90,40.581,-111.656724,snowbird,3375,,,Little Cottonwood Canyon,8100,160,300,9.2478,159.27155,2468.17139,9.2478,159.27155,2468.17139
914,1606,16717,05/16/2013,Salt Lake,square top main bowl,2013-05-16,square top,90,40.664351,-111.600235,square top,5049,,,Big Cottonwood Canyon;Summit County,9780,240,3000,12.15291,141.26509,2981.64307,12.15291,141.26509,2981.64307
915,1608,16719,05/5/2013,Salt Lake,broads fork,2013-05-05,broads fork,100,40.617894,-111.720238,broads fork,2895,,,Big Cottonwood Canyon,-1,160,2500,17.49144,351.94379,2350.58154,17.49144,351.94379,2350.58154
917,1610,16718,05/2/2013,Salt Lake,lone peak cirque - northwest snowfield,2013-05-02,lone peak,90,40.526868,-111.756089,lone peak,6006,,,Salt Lake Valley;Utah County,11253,150,2500,49.75298,230.31432,3394.55542,49.75298,230.31432,3394.55542
920,1614,16665,04/21/2013,Salt Lake,little superior,2013-04-21,little superior,100,40.59317,-111.661559,little superior,3111,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10489,320,700,29.18239,319.31097,3172.38867,29.18239,319.31097,3172.38867
921,1615,16667,04/21/2013,Salt Lake,dresden face,2013-04-21,dresden face,100,40.542912,-111.730135,dresden face,3703,,,Little Cottonwood Canyon,-1,300,1900,47.95969,106.70417,3324.51489,47.95969,106.70417,3324.51489
922,1616,16652,04/20/2013,Salt Lake,ridge near twin lakes pass,2013-04-20,twin lakes pass,90,40.59455,-111.609122,twin lakes pass,2459,,,Big Cottonwood Canyon;Little Cottonwood Canyon,9993,90,1000,16.04648,244.56573,3034.83887,16.04648,244.56573,3034.83887
923,1617,16654,04/20/2013,Salt Lake,rocky points,2013-04-20,rocky point,96,40.578013,-111.598088,rocky point,2369,,,Little Cottonwood Canyon;Utah County,10490,320,1000,4.81755,250.06148,3190.25952,4.81755,250.06148,3190.25952
925,1619,16662,04/20/2013,Salt Lake,alta to cardiff pass,2013-04-20,cardiff pass,90,40.596076,-111.651477,cardiff pass,3113,,Cardiff Pass LF is also known as LF Poleline Pass,Big Cottonwood Canyon;Little Cottonwood Canyon,10020,315,700,26.17172,335.07095,3032.24829,26.17172,335.07095,3032.24829
926,1620,16663,04/20/2013,Salt Lake,lower raymond glades,2013-04-20,raymond glade,90,40.664591,-111.6996,raymond glade,1284,,,Mill Creek Canyon,-1,150,1800,33.27991,328.91745,2817.17383,33.27991,328.91745,2817.17383
927,1621,16640,04/18/2013,Salt Lake,"ene face directly below the summit of patsy marley, wolverine cirque",2013-04-18,wolverine cirque,90,40.587035,-111.605933,wolverine cirque,2455,,,Big Cottonwood Canyon,-1,195,700,23.43305,48.76762,3131.92773,23.43305,48.76762,3131.92773
928,1624,16579,04/11/2013,Salt Lake,cardiff pass,2013-04-11,cardiff pass,100,40.596076,-111.651477,cardiff pass,3113,,Cardiff Pass LF is also known as LF Poleline Pass,Big Cottonwood Canyon;Little Cottonwood Canyon,10020,315,700,26.17172,335.07095,3032.24829,26.17172,335.07095,3032.24829
929,1625,16589,04/11/2013,Salt Lake,kessler peak - kessler slabs,2013-04-11,kessler peak,90,40.62503,-111.668814,kessler peak,2760,,,Big Cottonwood Canyon,10403,145,2000,37.29956,292.56763,3130.08374,37.29956,292.56763,3130.08374
930,1626,16565,04/10/2013,Salt Lake,west monitor,2013-04-10,west monitor,100,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
931,1627,16538,04/9/2013,Salt Lake,clayton's peak/lackawaxen side,2013-04-09,lackawaxen,90,40.593298,-111.560073,lackawaxen,5617,,,Wasatch County,-1,240,1400,30.90039,70.46631,3184.78296,30.90039,70.46631,3184.78296
932,1628,16548,04/9/2013,Salt Lake,toledo bowl,2013-04-09,toledo bowl,100,40.598509,-111.645282,toledo bowl,3143,,,Little Cottonwood Canyon,-1,335,800,21.13113,137.48256,3049.26196,21.13113,137.48256,3049.26196
933,1629,16549,04/9/2013,Salt Lake,grizzly gulch,2013-04-09,grizzly gulch,100,40.594275,-111.62398,grizzly gulch,3196,,,Little Cottonwood Canyon,-1,50,2100,30.87155,177.05164,2759.50269,30.87155,177.05164,2759.50269
934,1630,16551,04/9/2013,Salt Lake,little superior buttress,2013-04-09,little superior buttress,100,40.594055,-111.660731,little superior buttress,2685,,,Big Cottonwood Canyon,-1,215,500,31.65509,354.617,3150.79956,31.65509,354.617,3150.79956
938,1636,16467,04/2/2013,Salt Lake,south facing grizzly near east pass of silver f,2013-04-02,east pass,90,40.543214,-111.66323,east pass,3504,,,Little Cottonwood Canyon;Utah County,10700,120,1500,30.38809,286.00876,3209.91479,30.38809,286.00876,3209.91479
939,1637,16368,03/26/2013,Salt Lake,red top/ birthday chutes,2013-03-26,birthday chutes,90,40.55306,-111.665472,birthday chutes,3499,,,Little Cottonwood Canyon,-1,140,2100,35.3633,325.68958,3169.9314,35.3633,325.68958,3169.9314
940,1638,16354,03/25/2013,Salt Lake,mt superior lcc,2013-03-25,superior,90,40.592166,-111.666973,superior,2854,,,Big Cottonwood Canyon;Little Cottonwood Canyon,11050,295,1500,20.04864,230.25876,3347.46851,20.04864,230.25876,3347.46851
942,1641,16323,03/24/2013,Salt Lake,off the santiago ridge,2013-03-24,santiago,90,40.603358,-111.675093,santiago,2801,,The entire west slope of Mineral Basin LF is commonly called Santiago Ridge.,Big Cottonwood Canyon,-1,245,800,42.73679,32.96931,3090.46973,42.73679,32.96931,3090.46973
943,1643,16352,03/23/2013,Salt Lake,west monitor,2013-03-23,west monitor,100,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
944,1644,16292,03/23/2013,Salt Lake,ant knolls,2013-03-23,ant knolls,100,40.551224,-111.570457,ant knolls,6235,,,Utah County;Wasatch County,9860,220,2100,3.91594,322.74161,3006.15479,3.91594,322.74161,3006.15479
945,1645,16295,03/23/2013,Salt Lake,days fork / banana belt,2013-03-23,banana belt,90,40.608361,-111.643383,banana belt,2611,,"Many people call this Banana Days, LF but according to the earliest records LF this is Banana Belt.",Big Cottonwood Canyon,-1,215,1400,44.70414,44.01929,3075.75928,44.70414,44.01929,3075.75928
946,1646,16300,03/23/2013,Salt Lake,little superior,2013-03-23,little superior,100,40.59317,-111.661559,little superior,3111,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10489,320,700,29.18239,319.31097,3172.38867,29.18239,319.31097,3172.38867
947,1647,16304,03/23/2013,Salt Lake,days fork headwall,2013-03-23,days fork,90,40.615511,-111.634556,days fork,2595,,,Big Cottonwood Canyon,-1,180,2500,14.71154,16.7914,2651.24097,14.71154,16.7914,2651.24097
948,1649,16310,03/23/2013,Salt Lake,oingo boingo,2013-03-23,oingo boingo,100,40.600481,-111.636645,oingo boingo,2603,,"There is debate on the order of LF Jaws, Fang, and Oingo Boingo. LF This seems to be the consensus.",Big Cottonwood Canyon,-1,165,800,41.53209,351.55258,3052.66235,41.53209,351.55258,3052.66235
950,1651,16314,03/23/2013,Salt Lake,meadows aka meadow chutes,2013-03-23,meadow chutes,90,40.614,-111.6262,meadow chutes,2554,,This entire east-facing slope is LF usually called LF the Meadow Chutes.,Big Cottonwood Canyon,-1,270,1900,26.36225,105.63398,2846.97974,26.36225,105.63398,2846.97974
951,1652,16348,03/23/2013,Salt Lake,flanagans/silver fork,2013-03-23,silver,90,40.65254,-111.593841,silver,2161,,,Big Cottonwood Canyon;Summit County,10006,20,1900,38.63286,279.54233,3034.24561,38.63286,279.54233,3034.24561
952,1653,16274,03/22/2013,Salt Lake,banana days,2013-03-22,banana days,100,40.606593,-111.64172,banana days,2610,,"Many people call Banana Belt LF ''Banana Days,'' but these labels LF match the earliest records.",Big Cottonwood Canyon,-1,285,900,20.24573,105.76704,3081.5332,20.24573,105.76704,3081.5332
953,1654,16251,03/21/2013,Salt Lake,false pioneer peak ridgeline,2013-03-21,false pioneer peak,90,40.581373,-111.587755,false pioneer peak,2386,,,Big Cottonwood Canyon;Wasatch County,10370,225,600,44.19263,330.68683,3129.16821,44.19263,330.68683,3129.16821
954,1656,16277,03/21/2013,Salt Lake,mill b south - monte cristo cirque,2013-03-21,monte cristo,90,40.591155,-111.671102,monte cristo,2855,,Monte Cristo LF is also known as LF Superior Peak (which is easily confused with Mount Superior),Big Cottonwood Canyon;Little Cottonwood Canyon,11132,115,2000,44.30187,283.02374,3343.36914,44.30187,283.02374,3343.36914
955,1657,16301,03/21/2013,Salt Lake,hypodermic needle,2013-03-21,hypodermic needle,100,40.545396,-111.729561,hypodermic needle,3704,,The original name of LF the Hypodermic Needle LF is LF Dover,Little Cottonwood Canyon,-1,260,1900,43.17636,55.22456,3227.71191,43.17636,55.22456,3227.71191
956,1658,16245,03/21/2013,Salt Lake,"key hole, cardiff fork",2013-03-21,cardiff fork,90,40.61987,-111.6545,cardiff fork,2645,,Cardiff Fork LF is also known as LF Mill D South Fork,Big Cottonwood Canyon,-1,190,3000,17.1262,66.80544,2522.93091,17.1262,66.80544,2522.93091
957,1659,16235,03/20/2013,Salt Lake,upper days,2013-03-20,upper days,100,40.60245,-111.643407,upper days,2605,,,Big Cottonwood Canyon,-1,260,1300,35.85919,103.09418,3094.06104,35.85919,103.09418,3094.06104
958,1660,16209,03/18/2013,Salt Lake,reynolds pk,2013-03-18,reynolds peak,92,40.662038,-111.645667,reynolds peak,2103,,,Big Cottonwood Canyon,9422,5,3000,19.4631,206.88184,2860.59937,19.4631,206.88184,2860.59937
959,1662,16173,03/16/2013,Salt Lake,"avalanche cycle, bcc: power plant chutes, argenta chutes, argenta trees, lower reed and bensen ridge glades, mid big cottonwood canyon resort",2013-03-16,power plant chutes,90,40.611611,-111.7501,power plant chutes,2945,Powerhouse Couloir,,Big Cottonwood Canyon,-1,150,2000,37.31844,355.4548,2349.91675,37.31844,355.4548,2349.91675
960,1664,16149,03/15/2013,Salt Lake,west monitor,2013-03-15,west monitor,100,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
961,1666,16168,03/15/2013,Salt Lake,broads fork,2013-03-15,broads fork,100,40.617894,-111.720238,broads fork,2895,,,Big Cottonwood Canyon,-1,160,2500,17.49144,351.94379,2350.58154,17.49144,351.94379,2350.58154
963,1673,16143,03/15/2013,Salt Lake,"superior, south facing",2013-03-15,superior,90,40.592166,-111.666973,superior,2854,,,Big Cottonwood Canyon;Little Cottonwood Canyon,11050,295,1500,20.04864,230.25876,3347.46851,20.04864,230.25876,3347.46851
964,1680,16063,03/11/2013,Salt Lake,fang (days fork),2013-03-11,days fork,90,40.615511,-111.634556,days fork,2595,,,Big Cottonwood Canyon,-1,180,2500,14.71154,16.7914,2651.24097,14.71154,16.7914,2651.24097
965,1681,16046,03/10/2013,Salt Lake,"south face of superior, lcc",2013-03-10,south face (superior),95,40.590841,-111.664865,south face (superior),3118,,The South Face is also called LF Main Superior.,Little Cottonwood Canyon,-1,305,800,34.4359,108.40405,3221.42432,34.4359,108.40405,3221.42432
966,1682,16047,03/10/2013,Salt Lake,fang (days fork),2013-03-10,days fork,90,40.615511,-111.634556,days fork,2595,,,Big Cottonwood Canyon,-1,180,2500,14.71154,16.7914,2651.24097,14.71154,16.7914,2651.24097
967,1683,16056,03/10/2013,Salt Lake,diving board near glide avalanche accident from last month,2013-03-10,diving board,90,40.601982,-111.719987,diving board,2916,,,Big Cottonwood Canyon,-1,215,1000,37.7956,39.77826,2939.35205,37.7956,39.77826,2939.35205
968,1684,16064,03/10/2013,Salt Lake,wolverine,2013-03-10,mt. wolverine,95,40.585397,-111.603445,mt. wolverine,2423,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10795,240,1500,23.5677,289.96848,3246.24683,23.5677,289.96848,3246.24683
970,1687,16060,03/10/2013,Salt Lake,west willow,2013-03-10,west willow,100,40.645999,-111.597755,west willow,2180,,,Big Cottonwood Canyon,-1,235,500,38.2995,85.46362,2891.42847,38.2995,85.46362,2891.42847
971,1688,16069,03/9/2013,Salt Lake,python chutes,2013-03-09,python chutes,100,40.654238,-111.585044,python chutes,5159,,,Summit County,-1,140,900,28.45184,348.08832,2762.99731,28.45184,348.08832,2762.99731
972,1689,16028,03/9/2013,Salt Lake,desperado/shale shot,2013-03-09,shale shot,90,40.681668,-111.596196,shale shot,5007,,Shale Shot LF is also known as LF Shell Shock,Summit County,-1,140,600,21.64688,358.62625,2682.37524,21.64688,358.62625,2682.37524
